,authors,countries,date,rating,reviews,aircraft,traveller type,seat type,route,date flown,seat comfort,cabin staff service,food & beverages,inflight entertainment,ground service,wifi,value for money,recommended,verified,start airport,end airport,transfer airport,sentiment analysis,sentiment analysis scores
46,L Habil,Lebanon,2022-09-11,1,"We were on our honeymoon, my husband and I arrived to the counter where our tickets are issued. we previously booked and paid tickets for both of us months ago. However, when we arrived at the counter, they said that there is no place for us on the plane because we didn't book seats, we only booked tickets. They were overbooked. but this is not our problem! we paid for our tickets! They issued a ticket for me but not for my husband! we explained that we are on honeymoon we cannot go separately - they forced us to transit for 10 hours in Istanbul before going to Cappadocia. So we arrived to Cappadocia at 11PM instead of 10 AM! The staff was very disrespectful and didn't offer any help. We lost time and money. ",,Couple Leisure,Economy Class,Antalya to Kayseri,August 2022,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Antalya,Kayseri,,Negative,-0.5423
47,Nikolay Key,Russian Federation,2022-07-01,1,"The dates and times of departure were changed three times on direct and return tickets. As a result, daytime flights were canceled and night flights were left, which initially cost less. Don't buy expensive day tickets, it's a lure, they will cancel them anyway and you will be forced to change tickets for night flights. They will make you do it. Lost baggage containing life-saving medication for a child with epilepsy. The baggage arrived at the airport the next day. They refused to promptly bring baggage from the airport. I had to pay for prompt delivery by taxi. In flight, they did not give free water to either children or the elderly. Bottle of water 200gr. - 2 euros. The senior of team of flight attendants answered - show in the rules where it says about free water.. On the return flight, they checked in a stroller for a 2-year-old child as transit baggage, despite the fact that we warned at check-in that a stroller is needed when transferring. The child was forced to sleep in arms during a 9-hour layover in Antalya. Representatives of the airline do not decide anything. The staff is low qualified. No service. Airplanes are packed. Catching hype on Russian tourists in the current situation.",,Family Leisure,Economy Class,Moscow to Nicosia via Antalya,May 2022,2.0,1.0,1.0,1.0,1.0,1.0,3,no,False,Moscow,Nicosia,Antalya,Negative,-0.6912
48,C Leiner,Germany,2022-06-17,7,After reading all these reviews here I have been a little suspicious to book Pegasus to Istanbul. Anyhow all my business contacts are on the Asian side and to get from the new IST airport to the Asian side can take longer than the flight to there. I have been surprised about the performance of Pegasus. Flights are dammed on time. The first low-cost-airline for quite a while which is scheduling their flights that the last round-trip of the day is still on time. I booked me seats in exit rows which are offering a little more space so I was fine. The processes are quite well organized and in SAW my bag was on the belt before I could even arrive there. The bar service is ok. You can buy warm meals and beverages. Price are a little on the high side an the need to improve the payment system. The fact that 3 credit cards issued by German and Irish banks have been rejected which have been used in Turkey and Germany before and after with no problem needs to be changed.,"A320 Neo, A320",Business,Economy Class,Hamburg to Istanbul SAW,June 2022,3.0,4.0,3.0,,4.0,,3,yes,True,Hamburg,Istanbul SAW,,Positive,0.5869
49,Abdelkader Ketrouci,United Kingdom,2022-05-30,1,"Very bad service on board. You feel you are in market not a flight all during the flight selling product. Just to test them i asked for a tap glass of water, they refuse that and ask me to pay £2 for small bottle. ",,Couple Leisure,Economy Class,London to Istanbul,May 2022,1.0,1.0,,,1.0,,1,no,False,London,Istanbul,,Negative,-0.7269
50,L Darlenov,Israel,2022-05-16,1,"Pegasus has buggy outdated payment system. We had to register and to pay for our pet (small dog). The only way to register is to call them and then to pay via phone. Pegasus rep will ask you for a first 8 digits of your credit card and will transfer you to the automatic dial system to complete the details via phone. And then your nightmare will come true. The phone system will return an random error during typing your credit card. Pegasus reps are aware  of this bug and then advise your to continue typing again and again. However, it doesn't work - after 8  expensive phone calls and 24 tries to type the credit card details it failed. We typed carefully and tried 2 working cards - it was definitely the bug in the system. There was no alternative way of payment! Another Pegasus rep advised me to arrive earlier and tried to pay at the counter (praying no other pets will be at the flight because the limit is 3!). There was no senior supervisor to resolve this issue. A bonus line - people got stuck at the airport with their luggage because they accepted only credit card, no cash option. I helped other travelers paying with my credit card for their extra luggage. Each time we called we got different price for the pet ! 70 or 140 USD. During the final call a rep said it is 70 USD for sure, but in the airport they said 140! But during the payment their system changed it back to 70. Resume: if you flight with no luggage, pets etc it should be OK. Otherwise - stay away from this company.",,Couple Leisure,Economy Class,Tel Aviv to Moscow via Istanbul,May 2022,3.0,5.0,4.0,,1.0,,1,no,True,Tel Aviv,Moscow,Istanbul,Positive,0.9732
51,A Darsin,Russian Federation,2022-05-12,1,"I bought tickets of Pegasus Airlines in the early March 2022 because Russian airlines stopped flying abroad. In 10 days after that Pegasus announced that flight was cancelled. I chose the refund option and Pegasus sent me an email that my card is unavailable for refund. I replied providing my account details and asking about further steps. But after that Pegasus never replied. I tried to remind them several times, but they still keep silence",,Family Leisure,Economy Class,Mineralnye Vody  to Istanbul,March 2022,,,,,,,1,no,True,Mineralnye Vody ,Istanbul,,Negative,-0.4939
52,T Kavsina,Russian Federation,2022-04-16,1,"I strongly advise against buying anything from this airline!  Initially, they offered a voucher with an open date or money after covid. In 2021 I applied for tickets, since covid does not end, but they said that they would transfer the money and for 11 months as of now they have been pretending to send money. They lie about technical problems, but they don’t provide proof of translation attempts, that they claim they sent, even though I asked for 8 times!",,Solo Leisure,Economy Class,Moscow to Sharm el-Sheikh via Istanbul,February 2022,,,,,,,1,no,True,Moscow,Sharm el-Sheikh,Istanbul,Negative,-0.25
53,Y Sagan,United Kingdom,2022-03-15,1,"London to Istanbul. The most horrible and disgusting service I’ve received from anywhere. The staff are extremely unprofessional. He told me to go and contact my agent about the flight when I showed proof that my agent is FLYPGS (Pegasus airlines) then he told me he can’t help me. I ask to be put through to a manager and he also refused and told me he cannot help me. Our flight was cancelled twice by Pegasus, had I known what a disgusting and horrible airline they are I would’ve never booked with them. The plane itself is so tight and cramped you feel claustrophobic for the entire flight. The staff are extremely rude on the phone line as well as on the plane and airport. All they care about is keeping your money. I have now waited a whole week for a refund to only realise I’ve been refunded £30 instead of the whole ticket amount which was over £100. Avoid at all costs! Most disgusting airline and people. If I could give minus 10 stars I would. I will definitely be informing all my family and friends who travel to turkey to avoid this airline at all costs. A disgrace.",,Solo Leisure,Economy Class,London to Istanbul,March 2022,1.0,1.0,,,1.0,,1,no,True,London,Istanbul,,Negative,-0.9652
54,L Massan,Lebanon,2022-03-06,1,"I had a bag and a purse with me at the gate, and they told me that I could only have one on the plane. Furthermore, they stated in a very disrespectful and mean manner that I either pay or do not board the flight. I didn't have euros, and after several attempts to explain that a purse is not luggage, they said I had to pay. I only had dollars, so they made me pay $100 USD and refused to exchange (they were charging 70 EUR) claiming they couldn't do it. I'm a frequent traveler, and I've been on all kinds of planes, but I've never seen anything like this before; it's a robbery. Charging a woman $100 for her purse. It is worth noting that I had the same luggage with me on my way to Barcelona and this did not occur.",,Business,Economy Class,Barcelona to Beirut via Istanbul,March 2022,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Barcelona,Beirut,Istanbul,Negative,-0.0541
55,aziz rehman,United Kingdom,2022-03-05,2,"The departure time was 5am, the flight was on time but the plane decided to wait for latecomers. We waited 2 hour in the departure lounge and then another 30 minutes in the plane. The captain tried to reassure everyone that we would make up the time. I missed my connection. Many people were ushered to hotel which took 1 hour before we got there. the reception at Miracle hotel was passable but the restaurant staff were arrogant to the point where they refused access to the Pegasus travellers. We were made to sit and wait. ",,Business,Economy Class,Karachi to Dalaman via Istanbul,March 2022,2.0,2.0,,,1.0,,3,no,True,Karachi,Dalaman,Istanbul,Neutral,0.0516
56,Muhammad Faiq Khan,Germany,2022-02-22,2,"Would never recommend it. No service no management just catastrophic from Sabiha Goecken Airport Istanbul. Very long queues no one supporting, very rude staff. No one knows where to go, what to do. Worst service ever. ",Boeing 737-800,Family Leisure,Economy Class,Stuttgart to Istanbul,February 2022,2.0,2.0,2.0,1.0,1.0,1.0,2,no,True,Stuttgart,Istanbul,,Negative,-0.8446
