,authors,countries,date,rating,reviews,aircraft,traveller type,seat type,route,date flown,seat comfort,cabin staff service,food & beverages,inflight entertainment,ground service,wifi,value for money,recommended,verified,start airport,end airport,transfer airport,sentiment analysis,sentiment analysis scores
45,P Adams,United Kingdom,2023-08-18,1,"Wizz Air is the worst European company. I have flown with Wizz Air several times, regrettably. Every single time the flight gets delayed. Often it is cancelled last minute. On one occasion, the flight got cancelled as I was boarding and was on the stairs to get in. Contacting customer service by phone call costs you more than the ticket. Baggage drop off takes from one to two hours. Seats are uncomfortable and small.",,Solo Leisure,Economy Class,Catania Fontanarossa to London Gatwick,August 2023,1.0,2.0,2.0,,1.0,,1,no,True,Catania Fontanarossa,London,,Negative,-0.9382
46,M Parda,Greece,2023-08-17,1,"I travelled from Athens to London and back again with WizzAir. It was my first experience with the airline and will definitely be my last. My first flight (from Athens to London) was rescheduled three times with a very short notice. Later I was told by other customers that this is the norm with WizzAir. The worst part was my return flight to Athens. Not only the flight was delayed and rescheduled two times, but till the very last minute the flight was not even mentioned on the departures board. Once we got to the gate of our already delayed flight (00:40 instead of 22:05), the airlines’ stuff was measuring each and every passenger’s bag and made at least have of them pay mostly for a size difference of 2-3cm. That caused a huge extra delay and frustration to the exhausted passengers. If that wasn’t enough, at some point the staff told us that our flight would be postponed for an hour more (!) and we’d have to go back and wait again for another gate to be announced. Finally, when we went to the second gate, there were extra delays as there was only one employee to check all the passengers’ passports. When we got on the plane we had to wait for almost half an hour for them to load the baggage. We arrived in Athens at 6:35 instead of 3:55, just on time for them to not have to pay us the legal refund of a 3 hour delay.",,Solo Leisure,Economy Class,Athens to London Gatwick,August 2023,1.0,2.0,,1.0,1.0,1.0,1,no,True,Athens,London,,Negative,-0.9301
47,K Bouhrim,Switzerland,2023-08-17,1,Flight was cancelled. We had to reschedule all of our connecting flights alone and at our cost (700€). The only answer the guy gave us on the phone : we are not responsible for your other flights.,,Couple Leisure,Economy Class,Almaty to Abu Dhabi,August 2023,,,,,,,1,no,True,Almaty,Abu Dhabi,,Negative,-0.1779
48,V Popa,Romania,2023-08-17,1,"Wizz Air is the worst airline in the area. The plane was supposed to depart at 9:15 pm on 16 August. It was delayed and no one provided any further information. Later it was announced to depart at 2:55 am on 17th August, with over 5 hours of wait at the airport, then they told passengers that now the flight will be at 7:45 am. No hotel was given to sleep, no refreshments, no food, no information if passengers should go home or stay at the airport. There are many cancellations and delays if you see them by the airline. This airline should not be operating at all. Should be shut down.",,Solo Leisure,Economy Class,Bucharest to Luton,August 2023,,,,,1.0,,1,no,True,Bucharest,Luton,,Negative,-0.7964
49,Sunil Sharma,United Kingdom,2023-08-17,1,Flight delayed by 9 hours. Lazy service which could not even bother to give us refreshments or water and even told the kids to go with the flow. It will be the first and last time to come here and fly with WIZZ,,Family Leisure,Economy Class,Burgas to Luton,August 2023,1.0,1.0,1.0,,1.0,,1,no,False,Burgas,Luton,,Negative,-0.7351
50,David Walker,South Africa,2023-08-16,1,"I will never fly with Wizz Air again. My wife, who is ill, and needs and oxygen concentrator was refused boarding at Gatwick, despite us sending details to the airline weeks in advance. We were left totally stranded as Wizz Air brutally turned us away with no alternative. All attempts to get help were in vain. We have also just been refused a refund of our flight cost. All other airlines we have travelled with have never had a problem taking an oxygen concentrator on board. Never fly with this airline.",,Couple Leisure,Economy Class,Gatwick to Dalaman,July 2023,,,,,1.0,,1,no,False,London,Dalaman,,Negative,-0.8593
51,E Cohen,Israel,2023-08-16,1,"Horrible service with very rude and aggressive flight attendants. Flight attendant refused to allow my tiny three year old granddaughter to use the bathroom after landing, claiming their rule is to lock the bathrooms after landing. In Wizz air there is no sense of hospitality or warmth with Wizz air, I have a flight booked with them for January which I am considering to cancel. I would prefer to pay more to a better airline than these people.",,Family Leisure,Economy Class,Tel Aviv to Naples,August 2023,3.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Tel Aviv,Naples,,Negative,-0.6908
52,D Harlun,Romania,2023-08-15,10,"Departed one hour later but it was not the airline’s fault, they completed the boarding in time. Cabin crew friendly, catering pay per product. Delay was 50 minutes at arrival. I still think Wizz does a good job for the price you are paying. They fly you from A to B in a simple way, no gadgets, no fancy things.",A320,Couple Leisure,Economy Class,Basel to Cluj,August 2023,5.0,5.0,5.0,,5.0,,5,yes,True,Basel,Cluj,,Neutral,0.0772
53,S Merler,Austria,2023-08-15,1,"Wizz Air overbooked the flight by 5 people. For of which couldn't board, me included. Then they forgot about our group at the airport. A woman in our little group of four hat a nervous breakdown and needed to be calmed down by the other passengers. 2h of discussions with the clerk: They can't provide any flight to Poland for the next week. They aren't responsible for the flight I missed from Warsaw to Vienna afterwards. They will only provide a hotel for one night if you take the flight they offer. Which they can't offer. So I had to pay my hotel myself. Had to book a flight myself. All the costs for transportation myself. Food myself. They ignore passenger laws, I filed two tickets with them by now. It's been 1 1/2 months and I haven't even seen the mandatory 250 EUR compensation they are legally required to pay and which they let us fill out a form for at the airport. Let alone all the costs for the flight itself. The clerk at the check-in said, they had multiple of those cases in the past week alone all from Wizz Air overbooking their flights. Wizz Air after 6 emails still even denies paying me back the cost for the ticket for the flight they denied me boarding to due to them overbooking it.",,Solo Leisure,Economy Class,Oslo to Warsaw,July 2023,,,,,1.0,,1,no,True,Oslo,Warsaw,,Negative,-0.8625
54,Olha Saienko,United Arab Emirates,2023-08-13,1,The worst company ever. I paid 2300 AED for tickets and there is no place for me and my son at the airplane! They are selling more seats that they have at the plane.  And when I tried to submit the complaint - that's an endless story. Worst service ever! ,A321,Family Leisure,Economy Class,Warsaw to Dubai via Budapest,July 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Warsaw,Dubai,Budapest,Negative,-0.8625
55,N Marsen,Italy,2023-08-13,1,48€ if you do not do the online check in. The company does not write this information on the ticket. They say they write it when you purchase the ticket. But I haven’t seen it. This means that you have to read even the small writing and every little detail when you book. They charge you 50€ if you bring a 10kg trolley on board. You can only take a backpack. I have never seen so many people complaining about penalties for weight and similar stuff. Beware of this company.,,Solo Leisure,Economy Class,Rome to Cairo,August 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Rome,Cairo,,Negative,-0.6705
56,Antony Magdalinidis,United Kingdom,2023-08-12,1,"Never again. Worst, most unreliable company with non-existent customer service and zero accountability. Do not be fooled by low prices, you will end up losing money anyway, being force to wait in the airport for hours. ",,Solo Leisure,Economy Class,Luton to Thessaloniki,August 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Luton,Thessaloniki,,Negative,-0.5927
57,David Mcglynn,United Kingdom,2023-08-12,1,"I paid for 10kg luggage only to find out I paid for it to be checked in. What type of person checks in a 10kg bag. Rudest person at the gate told me I had to pay for my tiny bag that weighed less than 10kg costing me an additional almost £50. I feel like I’ve been tricked. I paid extra for seats and extra luggage, the app is not very clear. I suppose you pay for what you get these days.",,Couple Leisure,Economy Class,Gatwick to Faro,August 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,False,London,Faro,,Negative,-0.3848
